通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
 盐酸苯海索片    2mg*100s, ,2mg*100s,600  瓶  ,国药准字H32022135 ,常州康普药业有限公司 ,山东健志医药科技开发有限公司,无
 心脑康胶囊    0.25g*12粒*2板, ,0.25g*12粒*2板,400  盒  ,国药准字Z20063078 ,吉林真元制药有限公司 ,山东健志医药科技开发有限公司,无
反映亭 沙利度胺片    25mg*20s,反映亭 ,25mg*20s,100  盒  ,国药准字H32026129 ,常州制药厂有限公司 ,山东健志医药科技开发有限公司,无
 脑立清胶囊    0.33g*12s*3板, ,0.33g*12s*3板,300  盒  ,国药准字Z42020397 ,湖北诺得胜利制药有限公司 ,山东健志医药科技开发有限公司,无
深圳信立泰/泰嘉  硫酸氢氯吡格雷片     25mg*20片,深圳信立泰/泰嘉 , 25mg*20片,160  盒  ,国药准字H20000542 ,深圳信立泰药业股份有限公司 ,山东健志医药科技开发有限公司,无
 脑心舒口服液    10ml*10支, ,10ml*10支,60  盒  ,国药准字Z22022396 ,钓鱼台医药集团吉林天强制药股份有限公司 ,山东健志医药科技开发有限公司,无
 脑得生颗粒    3g*12袋, ,3g*12袋,200  盒  ,国药准字Z20044306 ,回音必集团安徽制药有限公司 ,山东健志医药科技开发有限公司,无
聚立能 盐酸氟西汀胶囊    20mg*14粒,聚立能 ,20mg*14粒,200  盒  ,国药准字H20064844 ,苏州中化药品工业有限公司 ,山东健志医药科技开发有限公司,无
 盐酸舍曲林片    50mg*7片, ,50mg*7片,200  盒  ,国药准字H20060686 ,广东彼迪药业有限公司 ,山东健志医药科技开发有限公司,无
澳苷 单唾液酸四己糖神经节苷脂钠注射液    2ml:20mg*5支,澳苷 ,2ml:20mg*5支,300  盒  ,国药准字H20083224 ,北京四环制药有限公司 ,山东健志医药科技开发有限公司,无
 心宝丸    60mg*20s, ,60mg*20s,420  瓶  ,国药准字Z44021843 ,广东心宝制药有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 谷维素片    10mg*100片, ,10mg*100片,900  盒  ,国药准字H37022480 ,济宁市安康制药有限责任公司 ,山东三生医药有限公司,无
渠道 谷维素片    10mg*100片, ,10mg*100片,900  瓶  ,国药准字H41022837 ,上海玉瑞生物科技(安阳)药业有限公司 ,四川仁通医药有限公司,无
 甲钴胺片    0.5mg*10片*2板, ,0.5mg*10片*2板,400  盒  ,国药准字H20052207 ,上海新亚药业闵行有限公司 ,安徽华源医药股份有限公司新特药分公司,无
一舒 盐酸丁螺环酮片    5mg*24片,一舒 ,5mg*24片,200  盒  ,国药准字H19991024 ,江苏恩华药业股份有限公司 ,山东奥瑞森医药有限公司,无
元舒 复方吡拉西坦脑蛋白水解物片    12片*2板,元舒 ,12片*2板,240  盒  ,国药准字H22024382 ,白求恩医科大学制药厂二分厂 ,山东奥瑞森医药有限公司,无
 甲钴胺片    0.5mg*12片*2板, ,0.5mg*12片*2板,400  盒  ,国药准字H20051425 ,辰欣药业股份有限公司 ,山东奥瑞森医药有限公司,无
渠道亚宝力维 甲钴胺片    0.5mg*20片,亚宝力维 ,0.5mg*20片,300  盒  ,国药准字H20041767 ,亚宝药业集团股份有限公司 ,山东奥瑞森医药有限公司,无
兆敏欣 甲钴胺片    0.5mg*24片,兆敏欣 ,0.5mg*24片,240  盒  ,国药准字H20051440 ,江西青峰药业有限公司 ,山东奥瑞森医药有限公司,无
唯他停 盐酸舍曲林片    50mg*14片,唯他停 ,50mg*14片,400  盒  ,国药准字H20051076 ,浙江京新药业股份有限公司 ,山东奥瑞森医药有限公司,无
荆江源 安乐片    0.3g*60片,荆江源 ,0.3g*60片,400  盒  ,国药准字Z20153026 ,湖北荆江源制药股份有限公司 ,山东奥瑞森医药有限公司,无
 碳酸锂片    0.25g*60片, ,0.25g*60片,100  瓶  ,国药准字H43020759 ,湖南省湘中制药有限公司 ,山东奥瑞森医药有限公司,无
升和 肤痒颗粒    9g*10袋,升和 ,9g*10袋,160  盒  ,国药准字Z51021175 ,四川升和药业股份有限公司 ,山东奥瑞森医药有限公司,无
 心脑欣丸    0.2g*50丸(浓缩水丸), ,0.2g*50丸(浓缩水丸),100  瓶  ,国药准字Z20080668 ,山东仙河药业 ,湛江市弘安药业有限公司,无
 舒必利片    0.1g*100s, ,0.1g*100s,450  瓶  ,国药准字H32022269 ,南京瑞年百思特制药有限公司 ,江苏华鑫源医药有限公司,无
 氯氮平片    25mg*100s, ,25mg*100s,450  盒  ,国药准字H32022268 ,南京瑞年百思特制药有限公司 ,江苏华鑫源医药有限公司,无
 盐酸地芬尼多片    25mg*10片, ,25mg*10片,400  盒  ,国药准字H32025284 ,江苏四环生物制药有限公司 ,惠州市一通医药有限公司,无
渠道亚宝力维 甲钴胺片    0.5mg*20片,亚宝力维 ,0.5mg*20片,300  盒  ,国药准字H20041767 ,亚宝药业集团股份有限公司 ,山东奥瑞森医药有限公司,无
兆敏欣 甲钴胺片    0.5mg*24片,兆敏欣 ,0.5mg*24片,240  盒  ,国药准字H20051440 ,江西青峰药业有限公司 ,山东奥瑞森医药有限公司,无
唯他停 盐酸舍曲林片    50mg*14片,唯他停 ,50mg*14片,400  盒  ,国药准字H20051076 ,浙江京新药业股份有限公司 ,山东奥瑞森医药有限公司,无
荆江源 安乐片    0.3g*60片,荆江源 ,0.3g*60片,400  盒  ,国药准字Z20153026 ,湖北荆江源制药股份有限公司 ,山东奥瑞森医药有限公司,无
 碳酸锂片    0.25g*60片, ,0.25g*60片,100  瓶  ,国药准字H43020759 ,湖南省湘中制药有限公司 ,山东奥瑞森医药有限公司,无
升和 肤痒颗粒    9g*10袋,升和 ,9g*10袋,160  盒  ,国药准字Z51021175 ,四川升和药业股份有限公司 ,山东奥瑞森医药有限公司,无
 心脑欣丸    0.2g*50丸(浓缩水丸), ,0.2g*50丸(浓缩水丸),100  瓶  ,国药准字Z20080668 ,山东仙河药业 ,湛江市弘安药业有限公司,无
 舒必利片    0.1g*100s, ,0.1g*100s,450  瓶  ,国药准字H32022269 ,南京瑞年百思特制药有限公司 ,江苏华鑫源医药有限公司,无
 氯氮平片    25mg*100s, ,25mg*100s,450  盒  ,国药准字H32022268 ,南京瑞年百思特制药有限公司 ,江苏华鑫源医药有限公司,无
 盐酸地芬尼多片    25mg*10片, ,25mg*10片,400  盒  ,国药准字H32025284 ,江苏四环生物制药有限公司 ,惠州市一通医药有限公司,无
 地奥心血康胶囊    0.1g*20s, ,0.1g*20s,400  盒  ,国药准字Z10910051 ,成都地奥制药集团有限公司 ,惠州市一通医药有限公司,无
 茴拉西坦胶囊    0.1g*36粒, ,0.1g*36粒,100  盒  ,国药准字H20059460 ,山东罗欣药业集团股份有限公司 ,广东创赢药业有限公司,无
渠道博可保 甲钴胺片    0.5mg*24片,博可保 ,0.5mg*24片,400  盒  ,国药准字H20050997 ,海南斯达制药有限公司 ,湖北祥林医药有限公司,无
 清开灵分散片    0.4g*18片, ,0.4g*18片,200  盒  ,国药准字Z20050564 ,哈药集团三精千鹤望奎制药有限公司 ,广州市济帆药业有限公司,无
唯他停 盐酸舍曲林片    50mg*14片,唯他停 ,50mg*14片,400  盒  ,国药准字H20051076 ,浙江京新药业股份有限公司 ,山东三生医药有限公司,无
元舒 复方吡拉西坦脑蛋白水解物片    12片*2板,元舒 ,12片*2板,240  盒  ,国药准字H22024382 ,白求恩医科大学制药厂二分厂 ,山东三生医药有限公司,无
渠道 七叶神安分散片    0.28g*12片, ,0.28g*12片,100  盒  ,国药准字Z20080320 ,浙江维康药业股份有限公司 ,湛江市弘安药业有限公司,无
 心脑康胶囊    0.25g*12粒*4板, ,0.25g*12粒*4板,300  盒  ,国药准字Z22025480 ,吉林省跨海生化药业制造有限公司 ,武汉百年顺康医药有限公司,无
博可保 甲钴胺片    0.5mg*24片,博可保 ,0.5mg*24片,400  盒  ,国药准字H20050997 ,海南斯达制药有限公司 ,武汉百年顺康医药有限公司,无
其他 甲钴胺片    0.5mg*20片,其他 ,0.5mg*20片,400  盒  ,国药准字H20060865 ,北京星昊医药股份有限公司 ,湖北鼎丰康医药有限公司,无
 注射用脑蛋白水解物    30mg, ,30mg,600  盒  ,国药准字H20052266 ,海南通用同盟药业有限公司 ,福建泰和医药有限公司,无
 吡拉西坦片    0.4g*100s, ,0.4g*100s,100  盒  ,国药准字H33021967 ,杭州民生药业有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 脑灵素胶囊    0.35g*30粒, ,0.35g*30粒,200  盒  ,国药准字Z36021760 ,江西药都樟树制药有限公司 ,安徽华源医药股份有限公司新特药分公司,无
 镇痫片    0.4g*15片*2板, ,0.4g*15片*2板,300  盒  ,国药准字Z20063511 ,长春银诺克药业有限公司 ,安徽华源医药股份有限公司新特药分公司,无
同仁堂 同仁牛黄清心丸    3g*6丸,同仁堂 ,3g*6丸,60  盒  ,国药准字Z11020025 ,北京同仁堂股份有限公司同仁堂制药厂 ,四川仁通医药有限公司,无
奇比特 盐酸丁螺环酮片    5mg*40片,奇比特 ,5mg*40片,400  盒  ,国药准字H19990302 ,北大国际医院集团西南合成制药股份有限公司 ,广州市龙祥药业有限公司,无
 桂利嗪片    25mg*100片, ,25mg*100片,1  盒  ,国药准字H37021901 ,辰欣药业股份有限公司 ,四川泓坤医药贸易有限公司,无
 心宝丸    60mg*20丸, ,60mg*20丸,420  瓶  ,国药准字Z44021843 ,广东心宝制药有限公司 ,重庆市国利堂医药有限公司,无
升和 肤痒颗粒    9g*10袋,升和 ,9g*10袋,160  盒  ,国药准字Z51021175 ,四川升和药业股份有限公司 ,福建鑫天健医药有限公司,无
元舒 复方吡拉西坦脑蛋白水解物片    12片*2板,元舒 ,12片*2板,240  盒  ,国药准字H22024382 ,白求恩医科大学制药厂二分厂 ,四川省优胜美特医药有限公司,无
 镇痫片    0.4g*15片*2板, ,0.4g*15片*2板,300  盒  ,国药准字Z20063511 ,长春银诺克药业有限公司 ,安徽华源医药股份有限公司新特药分公司,无
同仁堂 同仁牛黄清心丸    3g*6丸,同仁堂 ,3g*6丸,60  盒  ,国药准字Z11020025 ,北京同仁堂股份有限公司同仁堂制药厂 ,四川仁通医药有限公司,无
 地奥心血康胶囊    0.1g*20s, ,0.1g*20s,400  盒  ,国药准字Z10910051 ,成都地奥制药集团有限公司 ,安徽华源医药股份有限公司新特药分公司,无
奇比特 盐酸丁螺环酮片    5mg*40片,奇比特 ,5mg*40片,400  盒  ,国药准字H19990302 ,北大国际医院集团西南合成制药股份有限公司 ,广州市龙祥药业有限公司,无
 桂利嗪片    25mg*100片, ,25mg*100片,1  盒  ,国药准字H37021901 ,辰欣药业股份有限公司 ,四川泓坤医药贸易有限公司,无
 心宝丸    60mg*20丸, ,60mg*20丸,420  瓶  ,国药准字Z44021843 ,广东心宝制药有限公司 ,重庆市国利堂医药有限公司,无
升和 肤痒颗粒    9g*10袋,升和 ,9g*10袋,160  盒  ,国药准字Z51021175 ,四川升和药业股份有限公司 ,福建鑫天健医药有限公司,无
元舒 复方吡拉西坦脑蛋白水解物片    12片*2板,元舒 ,12片*2板,240  盒  ,国药准字H22024382 ,白求恩医科大学制药厂二分厂 ,四川省优胜美特医药有限公司,无
万生力乐 盐酸帕罗西汀片    20mg*14片,万生力乐 ,20mg*14片,200  盒  ,国药准字H20133084 ,北京万生药业有限责任公司 ,衡水龙马医药贸易有限公司,无
元舒 复方吡拉西坦脑蛋白水解物片    12片*2板,元舒 ,12片*2板,240  盒  ,国药准字H22024382 ,白求恩医科大学制药厂二分厂 ,衡水龙马医药贸易有限公司,无
舒坦罗 盐酸帕罗西汀片    20mg*12片,舒坦罗 ,20mg*12片,200  盒  ,国药准字H20040533 ,浙江尖峰药业有限公司 ,衡水龙马医药贸易有限公司,无
 血塞通注射液    2ml:0.1g*10支, ,2ml:0.1g*10支,300  盒  ,国药准字Z53020136 ,云南植物药业有限公司 ,湖南鑫和医药有限责任公司,无
 苯妥英钠片    0.1g*100片, ,0.1g*100片,400  瓶  ,国药准字H32022528 ,苏州弘森药业有限公司 ,湖南鑫和医药有限责任公司,无
 丙戊酸钠片    0.2g*100s(糖衣), ,0.2g*100s(糖衣),100  瓶  ,国药准字H43020874 ,湖南省湘中制药有限公司 ,岳阳康尔医药有限公司,无
三乐喜 茴拉西坦胶囊    0.1g*30粒,三乐喜 ,0.1g*30粒,400  盒  ,国药准字H10950167 ,无锡凯西药业有限公司 ,岳阳康尔医药有限公司,无
 舒必利片    100mg*100片, ,100mg*100片,400  盒  ,国药准字H32023126 ,江苏天士力帝益药业有限公司 ,岳阳康尔医药有限公司,无
 卡马西平片    100mg*100片, ,100mg*100片,300  瓶  ,国药准字H32021018 ,江苏鹏鹞药业有限公司 ,岳阳康尔医药有限公司,无
光辉 奋乃静片    2mg*100片,光辉 ,2mg*100片,240  盒  ,国药准字H31021083 ,上海朝晖药业有限公司 ,岳阳康尔医药有限公司,无
 盐酸氯丙嗪片    25mg*100片, ,25mg*100片,300  瓶  ,国药准字H44021428 ,广东彼迪药业有限公司 ,岳阳康尔医药有限公司,无
黛力新 氟哌噻吨美利曲辛片    20片,黛力新 ,20片,162  盒  ,进口药品注册证号H20130126   H20171104 ,H.Lundbeck A/S ,岳阳康尔医药有限公司,无
邦民制药 脑络通胶囊    0.5g*30粒,邦民制药 ,0.5g*30粒,400  瓶  ,国药准字Z44022026 ,广东邦民制药厂有限公司 ,湖北和健药业有限公司,无
 天麻素片    25mg*24片, ,25mg*24片,9999  盒  ,国药准字H14023639 ,山西仟源医药集团股份有限公司 ,岳阳康尔医药有限公司,无
 安乐片    36片, ,36片,400  盒  ,国药准字Z45022283 ,广西邦琪药业集团有限公司 ,岳阳康尔医药有限公司,无
弥可保 甲钴胺片    0.5mg*10片*2板,弥可保 ,0.5mg*10片*2板,1  盒  ,国药准字H20030812 ,卫材(中国)药业有限公司 ,山东瑞辉药业有限公司,无
其他 卡马西平片    0.1g*100片,其他 ,0.1g*100片,1  个  ,国药准字H31021366 ,上海复旦复华药业有限公司 ,山东瑞辉药业有限公司,无
 盐酸氯丙嗪片    25mg*100片, ,25mg*100片,1  瓶  ,国药准字H31021537 ,上海信谊药厂有限公司 ,山东瑞辉药业有限公司,无
德源 甲钴胺胶囊    0.5mg*30粒,德源 ,0.5mg*30粒,200  盒  ,国药准字H20080478 ,江苏德源药业股份有限公司 ,河南省一顺药业有限公司,无
 氯氮平片    25mg*100s, ,25mg*100s,360  瓶  ,国药准字H37021530 ,山东仁和堂药业有限公司 ,河南省一顺药业有限公司,无
 甲钴胺片    0.5mg*10片*2板, ,0.5mg*10片*2板,400  盒  ,国药准字H20052207 ,上海新亚药业闵行有限公司 ,河南省一顺药业有限公司,无
 心宝丸    60mg*20s, ,60mg*20s,600  瓶  ,国药准字Z44022728 ,广东太安堂药业股份有限公司 ,山东奥瑞森医药有限公司,无
 甲钴胺片    0.5mg*10片*2板, ,0.5mg*10片*2板,400  盒  ,国药准字H20052207 ,上海新亚药业闵行有限公司 ,河南省一顺药业有限公司,无
 心宝丸    60mg*20s, ,60mg*20s,600  瓶  ,国药准字Z44022728 ,广东太安堂药业股份有限公司 ,山东奥瑞森医药有限公司,无
其他 盐酸苯海索片    2mg*100s,其他 ,2mg*100s,480  个  ,国药准字H32023129 ,江苏天士力帝益药业有限公司 ,山东奥瑞森医药有限公司,无
 茴拉西坦胶囊    0.1g*36粒, ,0.1g*36粒,240  盒  ,国药准字H20093694 ,海南海神同洲制药有限公司 ,岳阳康尔医药有限公司,无
仁澳 奥卡西平片    0.3g*10片*3板,仁澳 ,0.3g*10片*3板,1  盒  ,国药准字H20051518 ,北京四环制药有限公司 ,广东创赢药业有限公司,无
 盐酸苯海索片    2mg*100片, ,2mg*100片,480  瓶  ,国药准字H32023129 ,江苏天士力帝益药业有限公司 ,福建泰和医药有限公司,无
 复方羊角片    0.3g*30粒, ,0.3g*30粒,320  盒  ,国药准字Z21021974 ,大连汉方药业有限公司 ,岳阳康尔医药有限公司,无
蒙王 珍宝丸    30丸*2板,蒙王 ,30丸*2板,200  盒  ,国药准字Z15020410 ,内蒙古蒙药股份有限公司 ,山东健志医药科技开发有限公司,无
康恼灵 复方吡拉西坦脑蛋白水解物片    27片,康恼灵 ,27片,400  盒  ,国药准字H21023095 ,辽宁天龙药业有限公司 ,岳阳康尔医药有限公司,无
亚宝力维 甲钴胺片    0.5mg*20片,亚宝力维 ,0.5mg*20片,300  盒  ,国药准字H20041767 ,亚宝药业集团股份有限公司 ,岳阳康尔医药有限公司,无
 盐酸多塞平片    25mg*100片, ,25mg*100片,1  瓶  ,国药准字H31020664 ,上海青平药业有限公司 ,四川泓坤医药贸易有限公司,无
 盐酸文拉法辛胶囊    25mg*8粒*2板, ,25mg*8粒*2板,200  盒  ,国药准字H20067435 ,成都恒瑞制药有限公司 ,山东健志医药科技开发有限公司,无
 盐酸多塞平片    25mg*100片, ,25mg*100片,300  瓶  ,国药准字H31020664 ,上海青平药业有限公司 ,山东健志医药科技开发有限公司,无
 甲磺酸溴隐亭片    2.5mg*30片, ,2.5mg*30片,300  盒  ,H20100353 ,意大利诺华Mipharm S.p.A ,山东健志医药科技开发有限公司,无
 苯丙胺酯片    0.2g*100片, ,0.2g*100片,300  瓶  ,国药准字H21020372 ,丹东天铖制药有限公司 ,安徽华源盛铭药业有限公司,无
 天麻素胶囊    50mg*10粒, ,50mg*10粒,480  盒  ,国药准字H44025304 ,广东三才石岐制药股份有限公司 ,安徽华源盛铭药业有限公司,无
 卡马西平片    0.1g*100片, ,0.1g*100片,480  瓶  ,国药准字H31020306 ,上海信谊黄河制药有限公司 ,安徽华源盛铭药业有限公司,无
