通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
回乃宝（山楂麦芽茯苓代用茶） 回乃宝（山楂麦芽茯苓代用茶）    3g*20袋,回乃宝（山楂麦芽茯苓代用茶） ,3g*20袋,80  盒  ,SC11344128400921 ,肇庆仁修堂医药有限公司 ,广州市龙祥药业有限公司,无
I慢严舒柠 好爽润喉糖（草莓味） I慢严舒柠 好爽润喉糖（草莓味）    24g（9粒）,I慢严舒柠 好爽润喉糖（草莓味） ,24g（9粒）,300  盒  , ,桂龙药业（安徽）有限公司 ,安徽腾尔健医药生物技术有限公司,无
G樟都 晕车贴 G樟都 晕车贴    4贴,G樟都 晕车贴 ,4贴,400  盒  ,Q/JZD001-2017 ,江西樟都药业有限公司 ,安徽腾尔健医药生物技术有限公司,无
回乃宝（山楂麦芽茯苓代用茶） 回乃宝（山楂麦芽茯苓代用茶）    3g*20袋,回乃宝（山楂麦芽茯苓代用茶） ,3g*20袋,1  盒  ,SC11344128400921 ,肇庆仁修堂医药有限公司 ,深圳市同兴泰医药有限公司,无
颈肩腰腿贴（颈肩腰腿冷敷贴JH-G） 颈肩腰腿贴（颈肩腰腿冷敷贴JH-G）    3贴装,颈肩腰腿贴（颈肩腰腿冷敷贴JH-G） ,3贴装,1  盒  ,鲁济械备20140213号 ,济南君浩医药科技有限公司 ,深圳市同兴泰医药有限公司,无
正红花油30ml 正红花油    30ml,正红花油30ml ,30ml,1  盒  ,（闽）卫消证字（2014）第0039号 ,漳州市海通生物科技有限公司 ,深圳市同兴泰医药有限公司,无
立杆见影（烧伤膏） 立杆见影（烧伤膏）    15g/支,立杆见影（烧伤膏） ,15g/支,1  盒  ,赣卫消证字（2011）第0007号 ,江西灵水生物科技有限公司 ,深圳市同兴泰医药有限公司,无
G南京同仁堂 舒筋活络冷敷贴 G南京同仁堂 舒筋活络冷敷贴    6贴装,G南京同仁堂 舒筋活络冷敷贴 ,6贴装,1  盒  ,晋临械备20160028号 ,临汾百年合纵药业有限公司 ,深圳市同兴泰医药有限公司,无
I平安夜 阴道冲洗器 I平安夜 阴道冲洗器    50ml,I平安夜 阴道冲洗器 ,50ml,1  盒  , ,衡阳市宏瑞洁塑料包装有限公司 ,深圳市同兴泰医药有限公司,无
H三九保健 暖宫贴热敷贴 H三九保健 暖宫贴热敷贴    6贴,H三九保健 暖宫贴热敷贴 ,6贴,1  盒  ,皖械注20152260023 ,安徽金泰医疗器械有限公司 ,深圳市同兴泰医药有限公司,无
蜂蜜菊花清清宝(植物固体饮料) 蜂蜜菊花清清宝(植物固体饮料)    6g*20袋,蜂蜜菊花清清宝(植物固体饮料) ,6g*20袋,80  盒  ,SC10636098210439 ,江西金博实业有限公司 ,广州市龙祥药业有限公司,无
H白云山 通气鼻贴 H白云山 通气鼻贴    10片装,H白云山 通气鼻贴 ,10片装,500  盒  ,皖食药监械生产许20120364号 ,安徽省德济堂药业有限公司 ,广州市济帆药业有限公司,无
广慈蜜炼枇杷糖 广慈蜜炼枇杷糖    36克,广慈蜜炼枇杷糖 ,36克,216  盒  ,QS441913011750 ,东莞市广慈食品实业有限公司 ,广州市济帆药业有限公司,无
H东阿阿胶 臂式电子血压计（语音） H东阿阿胶 臂式电子血压计（语音）    U80BH/盒,H东阿阿胶 臂式电子血压计（语音） ,U80BH/盒,20  盒  ,粤食药监械（准）字2013第2201080号 ,深圳市优瑞恩科技有限公司 ,广东扬帆药业有限公司,无
渠道I汤臣倍健 叶酸铁片 I汤臣倍健 叶酸铁片    510mg/片×60片,I汤臣倍健 叶酸铁片 ,510mg/片×60片,12  瓶  ,国食健字G20110001 ,汤臣倍健股份有限公司 ,广东扬帆药业有限公司,无
 婴儿爽身粉    70g, ,70g,48  盒  , ,强生(中国)医疗器材有限公司 ,广州市济帆药业有限公司,无
I奇仕帮 鼻贴 I奇仕帮 鼻贴    8片,I奇仕帮 鼻贴 ,8片,400  盒  ,浙械注准20152660771 ,浙江省东阳市银达生物有限公司 ,广州市济帆药业有限公司,无
无蔗糖高钙蛋白质粉 无蔗糖高钙蛋白质粉    900克,无蔗糖高钙蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州市龙祥药业有限公司,无
H盛世三诚 阿胶枣杞饮液（礼盒） H盛世三诚 阿胶枣杞饮液（礼盒）    250ml*3瓶,H盛世三诚 阿胶枣杞饮液（礼盒） ,250ml*3瓶,12  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,广州市龙祥药业有限公司,无
猴头菇蛋白质粉 猴头菇蛋白质粉    900克,猴头菇蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州市龙祥药业有限公司,无
蜜炼罗汉果清润糖 蜜炼罗汉果清润糖    36克,蜜炼罗汉果清润糖 ,36克,240  盒  ,SC11333100300034 ,台州市黄岩仁御生物科技有限公司 ,广州市龙祥药业有限公司,无
全营养蛋白质粉 全营养蛋白质粉    900克,全营养蛋白质粉 ,900克,12  罐  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州市龙祥药业有限公司,无
阿胶红枣蛋白质粉 阿胶红枣蛋白质粉    900克,阿胶红枣蛋白质粉 ,900克,1  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,深圳市同兴泰医药有限公司,无
全营养蛋白质粉 全营养蛋白质粉    900克,全营养蛋白质粉 ,900克,1  罐  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,深圳市同兴泰医药有限公司,无
复合氨基酸蛋白质粉 复合氨基酸蛋白质粉    900克,复合氨基酸蛋白质粉 ,900克,1  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,深圳市同兴泰医药有限公司,无
双黄连芦荟抑菌洗液 双 黄连芦荟抑菌洗液    200ml,双黄连芦荟抑菌洗液 ,200ml,1  盒  ,鄂卫消证字（2015）第0023号 ,武汉博瑞锦诚医药科技有限公司 ,深圳市同兴泰医药有限公司,无
口咽舒咛（植物草本抑菌喷剂） 口咽舒咛（植物草本抑菌喷剂）    30ml,口咽舒咛（植物草本抑菌喷剂） ,30ml,1  盒  ,赣卫消证字2017第C002号 ,江西来和实业有限公司 ,深圳市同兴泰医药有限公司,无
I博诚药业 人参枸杞酒 I博诚药业 人参枸杞酒    480ML,I博诚药业 人参枸杞酒 ,480ML,1  盒  ,QS3600 1505 0086 ,江西博诚药业有限公司 ,深圳市同兴泰医药有限公司,无
千金湿痒（植物草本抑菌凝胶） 千金湿痒（植物草本抑菌凝胶）    5g/支*5支/盒,千金湿痒（植物草本抑菌凝胶） ,5g/支*5支/盒,1  盒  ,赣卫消证字2017第C002号 ,江西来和实业有限公司 ,深圳市同兴泰医药有限公司,无
多维钙铁锌泡腾片（甜橙味） 多维钙铁锌泡腾片（甜橙味）    80克（4克/片20片）,多维钙铁锌泡腾片（甜橙味） ,80克（4克/片20片）,1  支  ,SC10632012400105 ,南京优能生物科技有限公司 ,深圳市同兴泰医药有限公司,无
H邦蝶 持久快乐装（超薄） H邦蝶 持久快乐装（超薄）    10只装,H邦蝶 持久快乐装（超薄） ,10只装,1  盒  ,闽食药监械生产许第20110160号 ,晋江市康乐乳胶用品有限公司 ,深圳市同兴泰医药有限公司,无
皓宇牌葡萄糖酸钙乳酸钙口服液 皓宇牌葡萄糖酸钙乳酸钙口服液    10ml/支*10支,皓宇牌葡萄糖酸钙乳酸钙口服液 ,10ml/支*10支,1  盒  ,国食健字G20130080 ,江西皓宇生物科技有限公司 ,深圳市同兴泰医药有限公司,无
中老年营养蛋白质粉（无蔗糖） 中老年营养蛋白质粉（无蔗糖）    900克,中老年营养蛋白质粉（无蔗糖） ,900克,1  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,深圳市同兴泰医药有限公司,无
忍冬藤宝宝湿疹膏（植物草本抑菌乳膏） 忍冬藤宝宝湿疹膏（植物草本抑菌乳膏）    15g/支,忍冬藤宝宝湿疹膏（植物草本抑菌乳膏） ,15g/支,1  盒  ,赣卫消证字2017第C002号 ,江西来和实业有限公司 ,深圳市同兴泰医药有限公司,无
H盛世三诚 阿胶枣杞饮液（礼盒） H盛世三诚 阿胶枣杞饮液（礼盒）    250ml*3瓶,H盛世三诚 阿胶枣杞饮液（礼盒） ,250ml*3瓶,1  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,深圳市同兴泰医药有限公司,无
H邦蝶 优质超薄（分享装） H邦蝶 优质超薄（分享装）    10只装,H邦蝶 优质超薄（分享装） ,10只装,1  盒  ,闽食药监械生产许第20110160号 ,晋江市康乐乳胶用品有限公司 ,深圳市同兴泰医药有限公司,无
I欧洁 碘伏棉球 I欧洁 碘伏棉球    25只/瓶,I欧洁 碘伏棉球 ,25只/瓶,240  盒  ,浙湖食药监械（准）字2013第1640028号（更） ,浙江欧洁科技股份有限公司 ,沈阳铸盈药业有限公司,无
宫糜灵（植物草本抑菌凝胶） 宫糜灵（植物草本抑菌凝胶）    5g*5支,宫糜灵（植物草本抑菌凝胶） ,5g*5支,200  盒  ,赣卫消证字（2015）第0060号 ,江西创美实业有限公司 ,重庆市国利堂医药有限公司,无
G樟都 晕车贴 G樟都 晕车贴    4贴,G樟都 晕车贴 ,4贴,200  盒  ,Q/JZD001-2017 ,江西樟都药业有限公司 ,重庆市国利堂医药有限公司,无
H南方济民 感冒小儿止咳贴 H南方济民 感冒小儿止咳贴    4贴,H南方济民 感冒小儿止咳贴 ,4贴,1  盒  ,鄂仙桃械备20160003 ,仙桃三楚友康医药科技有限公司 ,深圳市同兴泰医药有限公司,无
帮德007天然胶乳橡胶避孕套（时尚纤薄）草莓香 帮德007天然胶乳橡胶避孕套（时尚纤薄）草莓香    10只,帮德007天然胶乳橡胶避孕套（时尚纤薄）草莓香 ,10只,1  盒  , ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
富硒蛋白质粉 富硒蛋白质粉    900克,富硒蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广东扬帆药业有限公司,无
壳聚糖濞轻松（抑菌喷剂） 壳聚糖濞轻松（抑菌喷剂）    30ml/支,壳聚糖濞轻松（抑菌喷剂） ,30ml/支,200  盒  ,鄂卫消证字（2015）第0023号 ,武汉博瑞锦诚医药科技有限公司 ,广东扬帆药业有限公司,无
E雪茶珍珠 眼部冷敷凝露 E雪茶珍珠 眼部冷敷凝露    16ml,E雪茶珍珠 眼部冷敷凝露 ,16ml,1  盒  ,陕渭食药监械生产备20170003号 ,陕西伊赛路药业有限公司 ,深圳市同兴泰医药有限公司,无
一梳黑染发膏 一梳黑染发膏    100ml+100ml（内赠梳,一梳黑染发膏 ,100ml+100ml（内赠梳,1  盒  ,粤妆20160292 ,广州楚颜化妆品有限公司 ,深圳市同兴泰医药有限公司,无
天天钙压片糖果（中老年装） 天天钙压片糖果（中老年装）    1.5g*60片,天天钙压片糖果（中老年装） ,1.5g*60片,1  盒  ,SC10636098200076 ,江西创美实业有限公司 ,深圳市同兴泰医药有限公司,无
天山毒癣王抑菌喷剂 天山毒癣王抑菌喷剂    30ml,天山毒癣王抑菌喷剂 ,30ml,1  盒  ,赣卫消证字（2011）第0007号 ,江西灵水生物科技有限公司 ,深圳市同兴泰医药有限公司,无
雪梨蜜炼枇杷膏 雪梨 蜜炼枇杷膏    150ml,雪梨蜜炼枇杷膏 ,150ml,1  盒  ,QS3600 2601 0068 ,江西和欣实业股份有限公司 ,深圳市同兴泰医药有限公司,无
黄柏洗液（植物草本抑菌洗液） 黄柏洗液（植物草本抑菌洗液）    260ml,黄柏洗液（植物草本抑菌洗液） ,260ml,1  盒  ,赣卫消证字2015第0060号 ,江西创美实业有限公司 ,深圳市同兴泰医药有限公司,无
晕车贴(医用冷敷贴) 晕车贴(医用冷敷贴)    4贴装(紫色),晕车贴(医用冷敷贴) ,4贴装(紫色),1  盒  ,晋临械备20160015号 ,临汾市江中合德医疗器械有限公司 ,深圳市同兴泰医药有限公司,无
I金诺贝婴 红枣红糖 I金诺贝婴 红枣红糖    300g,I金诺贝婴 红枣红糖 ,300g,20  瓶  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,广东扬帆药业有限公司,无
G君鑫 创口贴弹力型（橙色） G君鑫 创口贴弹力型（橙色）    72mm*19mm*10片,G君鑫 创口贴弹力型（橙色） ,72mm*19mm*10片,1  盒  ,浙金械备20150061号 ,浙江银达生物技术有限公司 ,深圳市同兴泰医药有限公司,无
精制海马追风贴（湿敷缓痛贴） 精制海马追风贴（湿敷缓痛贴）    5贴/袋,精制海马追风贴（湿敷缓痛贴） ,5贴/袋,1  盒  ,赣吉食药监（准）字2014第1580107号 ,江西鸿仁堂生物科技有限公司 ,深圳市同兴泰医药有限公司,无
渠道H九邦 创可贴（弹力轻薄型） H九邦 创可贴（弹力轻薄型）    20片,H九邦 创可贴（弹力轻薄型） ,20片,600  盒  ,粤深械备20150137号 ,深圳三九九正生物医药有限公司 ,广东厚德医药有限公司,无
I金诺贝婴 阿胶红糖 I金诺贝婴 阿胶红糖    300g,I金诺贝婴 阿胶红糖 ,300g,20  瓶  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,广东扬帆药业有限公司,无
I邦好宁 防水型创口贴 I邦好宁 防水型创口贴    5片*20包（72mm*19mm),I邦好宁 防水型创口贴 ,5片*20包（72mm*19mm),100  盒  ,浙金械备20150067号 ,浙江邦好宁医药用品有限公司 ,安徽华源盛铭药业有限公司,无
